gf-id	num-gen	num-spe	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
ORTHOSTM000979	24	14	1	2	1	2	2	4	1	3	1	2
ORTHOSTM000980	24	14	1	2	1	2	1	2	1	3	2	5
ORTHOSTM000981	24	14	1	3	1	2	2	4	2	1	2	2
ORTHOSTM000982	24	14	1	2	1	2	2	2	2	4	1	2
ORTHOSTM000983	24	14	2	4	1	2	1	3	1	2	1	2
ORTHOSTM000987	24	14	2	4	1	2	3	1	1	1	2	2
ORTHOSTM000988	24	14	1	4	1	1	1	2	1	4	2	3
ORTHOSTM000989	24	14	1	2	1	2	1	4	2	3	1	1
ORTHOSTM000992	24	14	1	3	1	2	2	4	1	1	1	1
ORTHOSTM000996	24	14	2	3	1	3	1	4	1	2	1	1
ORTHOSTM000997	24	14	1	2	1	2	2	4	1	2	1	3
ORTHOSTM000998	24	14	1	2	1	2	1	3	2	4	2	1
ORTHOSTM000999	24	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM001000	24	14	1	2	1	1	3	6	1	2	1	2
ORTHOSTM001002	24	14	2	2	1	2	1	2	2	3	1	1
ORTHOSTM001005	24	14	2	2	1	1	1	2	2	5	1	1
ORTHOSTM001011	24	14	1	1	1	2	2	2	2	4	1	1
ORTHOSTM001013	24	14	1	1	1	2	1	4	1	3	1	2
ORTHOSTM001014	24	14	1	1	1	2	2	4	2	2	1	3
ORTHOSTM001016	24	14	1	3	1	2	2	2	1	4	2	1
ORTHOSTM001017	24	14	1	2	1	2	2	4	2	4	1	1
ORTHOSTM001018	24	14	2	1	1	2	1	4	1	4	1	2
ORTHOSTM001019	24	14	1	2	1	2	2	4	1	1	1	1
ORTHOSTM001020	24	14	2	2	1	3	1	5	1	1	1	2
ORTHOSTM001021	24	14	1	1	1	2	5	4	1	1	2	1
ORTHOSTM001022	24	14	2	2	1	2	1	2	1	2	1	2
ORTHOSTM001023	24	14	2	2	1	2	4	2	1	1	1	2
ORTHOSTM001026	24	14	2	2	1	2	2	2	2	2	2	1
ORTHOSTM001043	23	14	2	3	1	3	1	4	1	2	1	1
ORTHOSTM001044	23	14	2	3	1	1	2	2	1	1	1	1
ORTHOSTM001046	23	14	2	2	1	2	2	4	1	2	1	2
ORTHOSTM001047	23	14	3	3	1	3	1	2	1	1	1	2
ORTHOSTM001049	23	14	2	1	1	2	2	3	2	3	1	1
ORTHOSTM001053	23	14	2	2	1	2	1	2	2	1	1	2
ORTHOSTM001059	23	14	2	3	1	2	1	2	1	4	1	1
ORTHOSTM001061	23	14	2	2	1	1	2	3	1	2	1	2
ORTHOSTM001062	23	14	2	1	1	2	2	4	1	1	2	1
ORTHOSTM001066	23	14	2	3	1	2	2	3	1	2	1	1
ORTHOSTM001067	23	14	2	4	1	2	1	2	2	3	1	1
ORTHOSTM001070	23	14	2	2	1	1	1	2	1	3	1	2
ORTHOSTM001071	23	14	2	2	1	2	4	2	1	3	1	1
ORTHOSTM001075	23	14	2	4	1	3	1	2	1	2	1	1
ORTHOSTM001076	23	14	2	3	1	1	2	4	1	2	1	2
ORTHOSTM001079	23	14	2	4	1	2	1	2	1	3	1	1
ORTHOSTM001081	23	14	2	2	1	2	2	4	1	1	1	1
ORTHOSTM001087	23	14	1	1	1	2	2	4	1	2	1	2
ORTHOSTM001090	23	14	2	3	1	2	2	4	1	1	1	1
ORTHOSTM001091	23	14	1	3	1	1	2	4	1	1	2	2
ORTHOSTM001093	23	14	1	5	1	2	2	2	1	2	1	1
ORTHOSTM001094	23	14	1	3	1	4	1	2	1	2	2	2
ORTHOSTM001095	23	14	1	2	1	2	2	4	1	3	1	2
ORTHOSTM001098	23	14	1	2	1	2	2	3	1	3	1	3
ORTHOSTM001099	23	14	2	4	1	2	2	3	1	1	1	1
ORTHOSTM001100	23	14	1	2	1	2	2	4	1	1	1	1
ORTHOSTM001101	23	14	2	3	1	1	1	3	1	3	2	2
ORTHOSTM001102	23	14	1	3	1	2	1	2	1	2	1	2
ORTHOSTM001103	23	14	2	4	1	2	3	3	1	1	1	1
ORTHOSTM001104	23	14	1	3	1	2	2	4	1	1	1	2
ORTHOSTM001105	23	14	1	2	1	3	1	2	1	2	1	2
ORTHOSTM001106	23	14	1	3	1	1	1	1	1	5	2	2
ORTHOSTM001109	23	14	1	3	1	2	1	2	2	3	1	2
ORTHOSTM001111	23	14	2	2	1	2	2	4	1	2	1	2
ORTHOSTM001112	23	14	2	4	1	1	2	3	2	1	1	1
ORTHOSTM001116	23	14	1	2	1	2	1	4	2	2	1	3
ORTHOSTM001120	23	14	1	3	1	2	2	2	2	2	1	1
ORTHOSTM001122	23	14	1	3	1	2	1	3	1	2	1	3
ORTHOSTM001123	23	14	1	2	1	2	2	3	1	3	1	2
ORTHOSTM001125	23	14	1	3	1	2	1	3	1	2	1	2
ORTHOSTM001126	23	14	2	3	1	1	1	3	2	1	2	3
ORTHOSTM001128	23	14	1	3	1	1	2	4	1	3	1	2
ORTHOSTM001134	23	14	1	1	1	2	2	4	2	1	1	1
ORTHOSTM001135	23	14	1	2	6	1	2	2	1	1	1	1
ORTHOSTM001140	23	14	1	1	1	2	1	2	1	3	1	2
ORTHOSTM001142	23	14	1	2	1	2	1	2	1	4	1	2
ORTHOSTM001143	23	14	2	1	1	2	1	4	1	2	1	2
ORTHOSTM001144	23	14	1	1	1	2	2	4	2	2	1	1
ORTHOSTM001146	23	14	1	1	1	4	2	2	1	2	2	1
ORTHOSTM001147	23	14	1	2	1	2	1	2	2	2	1	2
ORTHOSTM001148	23	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001149	23	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM001150	23	14	2	2	1	2	2	4	1	2	1	1
ORTHOSTM001156	23	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001157	23	14	1	2	1	2	1	4	1	2	2	2
ORTHOSTM001158	23	14	1	1	1	1	2	3	1	2	2	2
ORTHOSTM001159	23	14	1	2	1	2	2	4	1	1	1	1
ORTHOSTM001160	23	14	1	1	2	2	1	4	1	2	2	3
ORTHOSTM001161	23	14	1	1	1	2	2	4	1	3	1	1
ORTHOSTM001162	23	14	2	2	1	3	2	3	1	1	1	1
ORTHOSTM001163	23	14	2	2	1	3	1	2	2	1	2	1
ORTHOSTM001166	23	14	1	1	1	2	1	3	2	3	2	2
ORTHOSTM001168	23	14	2	2	1	2	2	2	1	2	1	2
ORTHOSTM001169	23	14	2	1	1	3	1	2	1	2	1	2
ORTHOSTM001172	23	14	1	1	2	2	2	2	1	4	1	3
ORTHOSTM001174	23	14	1	1	1	2	2	2	1	2	3	3
ORTHOSTM001187	22	14	2	3	1	2	2	3	1	2	1	1
ORTHOSTM001192	22	14	1	5	1	1	1	4	2	1	1	1
ORTHOSTM001193	22	14	2	2	1	1	1	4	1	1	1	2
ORTHOSTM001194	22	14	2	2	1	2	1	1	1	4	1	1
ORTHOSTM001195	22	14	2	3	1	2	1	2	2	2	1	1
ORTHOSTM001196	22	14	2	2	1	1	1	2	1	4	1	1
ORTHOSTM001197	22	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001198	22	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001201	22	14	2	4	1	2	2	2	1	1	1	1
ORTHOSTM001203	22	14	2	3	1	2	1	3	1	3	1	1
ORTHOSTM001205	22	14	2	2	1	2	1	4	1	3	1	1
ORTHOSTM001207	22	14	2	3	1	2	2	2	1	1	1	2
ORTHOSTM001208	22	14	2	3	1	1	2	3	1	1	1	1
ORTHOSTM001211	22	14	2	2	1	2	2	3	2	1	2	1
ORTHOSTM001217	22	14	2	1	1	2	2	1	1	1	2	1
ORTHOSTM001220	22	14	2	2	1	1	1	4	1	2	1	1
ORTHOSTM001221	22	14	2	2	1	2	4	3	1	1	1	1
ORTHOSTM001222	22	14	2	4	1	2	1	4	1	1	1	1
ORTHOSTM001225	22	14	2	2	1	3	1	2	1	4	1	1
ORTHOSTM001230	22	14	3	2	1	1	1	2	1	2	2	1
ORTHOSTM001236	22	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001237	22	14	2	2	1	2	2	4	1	2	1	1
ORTHOSTM001239	22	14	3	2	1	2	3	2	1	1	1	1
ORTHOSTM001240	22	14	2	2	1	2	4	3	1	1	1	1
ORTHOSTM001241	22	14	1	3	2	2	1	1	2	2	1	1
ORTHOSTM001242	22	14	1	2	1	2	2	4	1	2	1	1
ORTHOSTM001246	22	14	1	2	1	2	1	4	1	1	1	2
ORTHOSTM001248	22	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001250	22	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM001251	22	14	1	1	1	2	1	4	1	2	1	1
ORTHOSTM001252	22	14	1	1	1	2	2	2	1	2	1	2
ORTHOSTM001254	22	14	1	1	1	1	2	2	1	4	1	2
ORTHOSTM001255	22	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM001256	22	14	1	2	1	2	1	3	1	3	1	1
ORTHOSTM001257	22	14	1	2	2	2	1	2	1	3	2	1
ORTHOSTM001258	22	14	1	1	1	3	1	2	1	2	2	1
ORTHOSTM001259	22	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001260	22	14	1	4	1	3	2	2	1	1	1	1
ORTHOSTM001262	22	14	2	2	1	2	2	3	1	2	1	1
ORTHOSTM001263	22	14	1	2	1	2	3	4	1	1	2	1
ORTHOSTM001264	22	14	1	3	1	2	2	2	1	1	1	1
ORTHOSTM001265	22	14	2	4	1	1	1	2	1	3	1	2
ORTHOSTM001269	22	14	1	2	1	3	1	4	1	2	1	2
ORTHOSTM001270	22	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM001274	22	14	1	2	1	1	2	4	1	3	1	2
ORTHOSTM001275	22	14	1	2	1	2	2	4	1	3	1	1
ORTHOSTM001276	22	14	1	2	2	4	1	2	1	1	1	2
ORTHOSTM001278	22	14	1	3	1	2	1	4	2	1	1	1
ORTHOSTM001282	22	14	1	4	1	1	1	4	1	1	1	1
ORTHOSTM001283	22	14	1	2	1	1	1	2	2	3	2	1
ORTHOSTM001285	22	14	1	3	1	1	2	3	1	3	1	1
ORTHOSTM001287	22	14	1	3	1	2	1	2	2	3	2	1
ORTHOSTM001288	22	14	1	2	1	2	1	5	1	1	1	1
ORTHOSTM001290	22	14	2	2	1	2	2	2	2	1	1	2
ORTHOSTM001291	22	14	1	2	1	2	3	2	1	1	1	1
ORTHOSTM001292	22	14	1	2	1	2	1	2	1	3	2	1
ORTHOSTM001293	22	14	2	2	2	1	3	3	1	2	1	1
ORTHOSTM001296	22	14	2	2	1	2	2	4	1	2	1	1
ORTHOSTM001297	22	14	1	2	2	2	2	1	2	3	1	1
ORTHOSTM001299	22	14	1	2	1	2	2	3	1	2	1	1
ORTHOSTM001300	22	14	2	3	1	2	1	2	1	2	1	2
ORTHOSTM001304	22	14	1	2	1	2	1	2	2	2	1	3
ORTHOSTM001307	22	14	1	2	1	2	2	4	1	1	1	3
ORTHOSTM001309	22	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM001310	22	14	1	1	1	2	2	4	1	1	1	2
ORTHOSTM001311	22	14	1	2	1	1	2	4	1	1	2	2
ORTHOSTM001312	22	14	1	2	1	2	1	4	1	2	1	2
ORTHOSTM001313	22	14	1	2	1	2	2	1	1	3	1	1
ORTHOSTM001315	22	14	1	2	1	1	5	4	1	1	1	1
ORTHOSTM001316	22	14	1	2	1	2	2	2	1	1	1	2
ORTHOSTM001318	22	14	1	3	1	2	1	2	1	5	1	1
ORTHOSTM001319	22	14	1	2	1	2	1	2	1	5	1	1
ORTHOSTM001320	22	14	2	2	1	2	1	2	1	2	1	2
ORTHOSTM001322	22	14	1	3	1	2	1	4	1	2	1	2
ORTHOSTM001323	22	14	2	4	1	2	1	2	2	2	1	1
ORTHOSTM001324	22	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001325	22	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001326	22	14	1	3	2	3	1	2	1	1	1	1
ORTHOSTM001327	22	14	1	2	1	2	1	2	1	4	2	1
ORTHOSTM001328	22	14	1	2	1	1	2	4	1	2	1	2
ORTHOSTM001329	22	14	2	2	1	3	1	2	1	1	1	1
ORTHOSTM001330	22	14	1	4	1	4	1	2	1	2	1	1
ORTHOSTM001331	22	14	1	2	1	2	1	2	1	3	2	2
ORTHOSTM001332	22	14	1	2	1	2	1	2	1	6	1	1
ORTHOSTM001333	22	14	1	2	2	2	1	2	1	1	2	2
ORTHOSTM001334	22	14	1	2	1	2	1	2	1	4	1	1
ORTHOSTM001335	22	14	1	2	1	2	1	3	1	2	1	4
ORTHOSTM001336	22	14	1	2	1	3	2	3	1	1	1	1
ORTHOSTM001337	22	14	2	3	1	2	1	2	1	4	1	1
ORTHOSTM001338	22	14	1	3	1	1	1	2	1	3	1	1
ORTHOSTM001339	22	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM001341	22	14	1	2	1	2	2	2	1	1	1	2
ORTHOSTM001351	22	14	1	1	1	2	3	4	3	1	1	1
ORTHOSTM001358	22	14	1	1	3	1	1	2	1	3	1	1
ORTHOSTM001359	22	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001360	22	14	1	2	1	2	1	4	1	2	2	1
ORTHOSTM001361	22	14	1	1	1	5	1	2	1	3	1	1
ORTHOSTM001362	22	14	2	1	2	2	2	3	2	1	2	1
ORTHOSTM001364	22	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM001366	22	14	1	1	1	2	4	5	1	1	1	1
ORTHOSTM001367	22	14	1	1	1	3	1	4	1	1	1	1
ORTHOSTM001369	22	14	1	1	1	2	2	3	1	2	1	1
ORTHOSTM001370	22	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM001371	22	14	1	2	1	2	1	2	1	4	1	2
ORTHOSTM001372	22	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001373	22	14	3	2	1	1	1	4	1	2	1	1
ORTHOSTM001374	22	14	1	2	1	2	1	2	2	3	2	2
ORTHOSTM001375	22	14	1	1	1	2	1	4	1	2	1	2
ORTHOSTM001376	22	14	3	3	1	2	1	2	1	1	1	3
ORTHOSTM001379	22	14	1	1	1	1	2	2	1	4	2	2
ORTHOSTM001380	22	14	2	1	2	2	1	2	2	3	1	2
ORTHOSTM001382	22	14	1	1	1	2	1	4	1	3	1	1
ORTHOSTM001383	22	14	1	3	1	2	1	4	1	3	1	1
ORTHOSTM001384	22	14	2	2	1	3	1	2	1	1	1	1
ORTHOSTM001386	22	14	1	2	1	3	2	3	1	2	2	1
ORTHOSTM001387	22	14	1	2	1	2	1	4	1	2	1	1
ORTHOSTM001388	22	14	1	1	1	2	2	3	1	3	1	1
ORTHOSTM001389	22	14	1	1	1	1	1	2	1	3	1	3
ORTHOSTM001393	22	14	1	2	1	1	3	2	1	2	1	2
ORTHOSTM001397	22	14	1	1	1	1	2	1	1	1	1	2
ORTHOSTM001402	22	14	2	1	1	2	1	1	1	4	1	2
ORTHOSTM001406	22	14	1	3	1	2	1	1	1	1	2	1
ORTHOSTM001411	21	14	2	2	1	2	1	4	1	1	1	1
ORTHOSTM001414	21	14	2	3	2	2	2	2	1	1	1	1
ORTHOSTM001415	21	14	2	3	1	2	1	2	1	2	1	2
ORTHOSTM001418	21	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001420	21	14	2	2	1	1	3	2	1	3	1	1
ORTHOSTM001422	21	14	2	3	1	1	1	2	2	1	1	2
ORTHOSTM001426	21	14	3	2	1	2	1	4	1	1	1	1
ORTHOSTM001431	21	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001432	21	14	2	2	1	2	1	3	2	2	1	1
ORTHOSTM001434	21	14	2	2	1	2	1	2	1	2	1	2
ORTHOSTM001436	21	14	2	2	1	2	1	3	1	1	2	1
ORTHOSTM001437	21	14	2	1	1	2	1	2	1	2	2	2
ORTHOSTM001438	21	14	2	2	1	2	1	2	1	3	1	1
ORTHOSTM001442	21	14	2	4	1	2	1	1	2	1	1	2
ORTHOSTM001443	21	14	2	2	1	1	2	2	1	1	2	1
ORTHOSTM001444	21	14	2	2	2	2	1	2	1	2	1	1
ORTHOSTM001445	21	14	2	1	1	2	2	2	1	2	1	2
ORTHOSTM001446	21	14	2	2	1	2	1	2	2	2	1	2
ORTHOSTM001451	21	14	2	2	1	2	1	2	2	2	1	1
ORTHOSTM001455	21	14	2	2	1	2	1	2	2	1	1	1
ORTHOSTM001459	21	14	2	3	1	2	2	2	1	1	1	1
ORTHOSTM001461	21	14	2	1	1	2	2	3	1	1	1	1
ORTHOSTM001464	21	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM001465	21	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001468	21	14	1	2	1	2	2	1	1	2	1	2
ORTHOSTM001469	21	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM001471	21	14	1	1	1	1	2	2	1	3	1	1
ORTHOSTM001479	21	14	2	2	1	1	1	1	2	4	1	1
ORTHOSTM001484	21	14	1	2	1	1	1	2	3	2	1	1
ORTHOSTM001485	21	14	1	2	1	2	3	4	1	1	1	1
ORTHOSTM001486	21	14	1	3	1	2	1	4	1	2	1	1
ORTHOSTM001488	21	14	1	3	1	2	1	2	1	3	1	1
ORTHOSTM001489	21	14	2	3	1	2	1	2	2	2	1	1
ORTHOSTM001490	21	14	1	3	1	1	1	2	1	1	1	1
ORTHOSTM001491	21	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001493	21	14	1	3	1	2	1	2	1	3	1	1
ORTHOSTM001494	21	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM001498	21	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM001502	21	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM001503	21	14	1	2	1	1	2	4	1	1	1	1
ORTHOSTM001505	21	14	1	2	1	1	1	2	1	4	1	2
ORTHOSTM001507	21	14	1	1	1	2	2	4	1	1	1	1
ORTHOSTM001509	21	14	1	5	2	1	1	2	2	1	1	1
ORTHOSTM001512	21	14	2	2	1	2	2	2	1	1	1	2
ORTHOSTM001514	21	14	1	2	1	2	2	3	1	2	2	1
ORTHOSTM001515	21	14	1	3	1	2	1	2	1	2	1	2
ORTHOSTM001516	21	14	2	2	1	2	1	2	2	2	2	1
ORTHOSTM001519	21	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM001520	21	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001521	21	14	1	2	1	2	1	2	2	3	1	1
ORTHOSTM001524	21	14	1	3	1	2	1	4	1	1	1	2
ORTHOSTM001525	21	14	1	3	1	1	1	4	1	3	1	1
ORTHOSTM001526	21	14	1	2	1	2	1	2	1	3	1	2
ORTHOSTM001527	21	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM001529	21	14	1	2	1	3	2	3	1	2	1	1
ORTHOSTM001530	21	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM001531	21	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001533	21	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM001534	21	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001535	21	14	1	1	1	1	3	1	1	3	3	2
ORTHOSTM001536	21	14	2	3	1	3	1	2	1	1	1	1
ORTHOSTM001537	21	14	1	3	1	3	1	2	1	1	2	1
ORTHOSTM001539	21	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001541	21	14	1	2	1	3	2	2	1	2	1	1
ORTHOSTM001544	21	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001545	21	14	1	2	1	2	2	4	1	2	1	1
ORTHOSTM001546	21	14	1	2	1	2	1	4	1	2	1	1
ORTHOSTM001549	21	14	1	3	1	2	1	2	1	4	1	1
ORTHOSTM001551	21	14	1	2	1	2	1	3	1	3	1	1
ORTHOSTM001552	21	14	1	3	1	2	2	1	1	2	2	2
ORTHOSTM001553	21	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM001555	21	14	2	3	1	2	1	2	1	2	1	2
ORTHOSTM001556	21	14	1	3	1	4	1	2	1	1	1	2
ORTHOSTM001558	21	14	1	2	1	1	5	2	1	1	2	1
ORTHOSTM001560	21	14	1	2	1	3	1	3	1	2	1	1
ORTHOSTM001561	21	14	1	2	1	1	2	3	1	3	1	2
ORTHOSTM001562	21	14	1	2	1	2	1	2	1	4	1	2
ORTHOSTM001563	21	14	2	2	1	2	1	2	1	3	1	1
ORTHOSTM001566	21	14	1	2	1	2	1	2	1	2	1	3
ORTHOSTM001567	21	14	2	3	1	2	1	4	1	1	1	1
ORTHOSTM001568	21	14	1	3	1	1	2	2	1	2	1	1
ORTHOSTM001569	21	14	1	2	1	3	2	3	1	2	1	1
ORTHOSTM001570	21	14	1	2	1	2	2	2	2	2	1	2
ORTHOSTM001572	21	14	2	3	1	2	1	2	1	3	1	1
ORTHOSTM001573	21	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001575	21	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM001576	21	14	1	2	1	2	1	4	1	2	1	1
ORTHOSTM001577	21	14	1	2	1	2	2	4	1	2	1	1
ORTHOSTM001580	21	14	1	2	1	2	1	4	1	2	2	1
ORTHOSTM001581	21	14	1	2	1	2	2	4	1	2	1	1
ORTHOSTM001582	21	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001583	21	14	1	2	1	2	2	2	1	1	1	4
ORTHOSTM001584	21	14	1	2	1	2	1	2	2	2	2	1
ORTHOSTM001585	21	14	1	3	1	3	1	3	1	2	1	1
ORTHOSTM001591	21	14	1	1	1	3	2	1	2	3	2	1
ORTHOSTM001596	21	14	1	1	2	1	2	3	2	1	1	2
ORTHOSTM001599	21	14	1	2	1	2	1	3	1	3	1	1
ORTHOSTM001600	21	14	1	3	1	2	1	4	1	2	1	1
ORTHOSTM001601	21	14	1	1	2	2	1	3	2	2	1	1
ORTHOSTM001602	21	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM001603	21	14	1	2	1	1	1	4	1	2	1	1
ORTHOSTM001604	21	14	1	1	1	3	1	3	1	3	1	2
ORTHOSTM001606	21	14	1	2	1	2	2	2	1	3	1	2
ORTHOSTM001608	21	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001610	21	14	2	2	1	2	1	4	1	1	1	1
ORTHOSTM001612	21	14	1	2	1	2	1	3	1	3	1	2
ORTHOSTM001613	21	14	1	1	1	2	2	2	2	2	1	1
ORTHOSTM001614	21	14	1	2	1	2	1	4	1	2	1	2
ORTHOSTM001617	21	14	1	2	1	1	1	2	1	3	2	1
ORTHOSTM001618	21	14	1	2	1	2	1	2	2	3	1	2
ORTHOSTM001620	21	14	2	2	1	1	1	2	1	3	1	2
ORTHOSTM001623	21	14	1	1	1	2	1	2	1	3	3	2
ORTHOSTM001627	21	14	1	2	1	2	1	2	1	3	2	2
ORTHOSTM001629	21	14	1	2	1	2	1	3	1	3	1	1
ORTHOSTM001630	21	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM001631	21	14	1	2	1	2	2	4	2	1	1	1
ORTHOSTM001633	21	14	2	1	1	1	2	4	1	1	1	2
ORTHOSTM001634	21	14	2	2	1	2	1	3	1	1	1	2
ORTHOSTM001637	21	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001639	21	14	1	1	1	1	2	3	1	2	2	1
ORTHOSTM001640	21	14	1	1	1	2	1	2	1	6	1	1
ORTHOSTM001641	21	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001642	21	14	1	1	1	4	2	3	1	2	1	1
ORTHOSTM001643	21	14	1	2	1	2	2	4	1	2	1	1
ORTHOSTM001645	21	14	1	1	1	2	2	2	1	3	2	1
ORTHOSTM001646	21	14	1	1	1	2	2	3	1	1	1	1
ORTHOSTM001647	21	14	1	1	1	2	2	2	1	1	2	2
ORTHOSTM001649	21	14	1	1	1	2	1	3	1	4	1	2
ORTHOSTM001650	21	14	1	1	1	1	2	3	1	1	3	1
ORTHOSTM001651	21	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001653	21	14	1	1	1	2	1	2	1	4	2	2
ORTHOSTM001655	21	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM001656	21	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001658	21	14	1	1	1	2	2	2	1	2	2	1
ORTHOSTM001659	21	14	1	3	1	2	1	2	1	2	1	2
ORTHOSTM001660	21	14	1	1	1	2	1	2	1	4	2	1
ORTHOSTM001661	21	14	1	1	1	2	2	3	1	2	1	2
ORTHOSTM001664	21	14	1	1	1	2	1	4	1	2	1	2
ORTHOSTM001666	21	14	1	2	1	2	1	2	3	2	1	2
ORTHOSTM001669	21	14	1	2	1	2	1	2	2	1	2	1
ORTHOSTM001671	21	14	2	1	1	2	1	2	1	4	1	2
ORTHOSTM001674	21	14	1	1	1	1	1	2	1	7	1	1
ORTHOSTM001675	21	14	1	1	1	1	2	3	1	3	1	1
ORTHOSTM001677	21	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001678	21	14	1	1	1	2	2	2	1	3	1	3
ORTHOSTM001680	21	14	1	2	1	2	1	2	1	3	2	1
ORTHOSTM001681	21	14	1	1	1	3	1	2	1	2	1	2
ORTHOSTM001682	21	14	1	1	1	2	2	3	1	3	1	1
ORTHOSTM001683	21	14	1	1	1	1	1	2	1	6	1	2
ORTHOSTM001687	21	14	1	1	1	3	1	2	1	2	2	1
ORTHOSTM001688	21	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM001689	21	14	2	2	1	1	1	2	1	4	1	1
ORTHOSTM001690	21	14	1	2	1	1	4	1	1	3	1	2
ORTHOSTM001705	21	14	2	1	1	2	1	1	1	4	1	1
ORTHOSTM001706	21	14	1	2	1	2	2	3	2	2	1	1
ORTHOSTM001710	21	14	1	1	1	3	1	1	2	1	2	2
ORTHOSTM001724	20	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001726	20	14	2	2	1	1	1	2	2	2	1	1
ORTHOSTM001729	20	14	3	2	1	2	1	3	1	1	1	1
ORTHOSTM001730	20	14	2	1	1	2	2	2	1	1	1	2
ORTHOSTM001733	20	14	2	2	1	2	1	2	1	1	1	2
ORTHOSTM001737	20	14	2	3	1	3	1	2	1	1	1	1
ORTHOSTM001742	20	14	2	2	1	1	1	2	1	1	1	2
ORTHOSTM001743	20	14	2	2	1	1	1	3	1	2	2	1
ORTHOSTM001749	20	14	3	3	1	1	1	2	1	2	1	1
ORTHOSTM001751	20	14	2	1	1	2	1	4	1	1	1	2
ORTHOSTM001756	20	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM001758	20	14	2	2	1	2	1	2	1	1	2	1
ORTHOSTM001760	20	14	2	2	1	1	2	2	2	1	1	1
ORTHOSTM001766	20	14	2	3	2	1	1	1	2	1	1	1
ORTHOSTM001769	20	14	2	2	1	2	1	3	1	2	1	1
ORTHOSTM001772	20	14	2	2	1	2	1	2	1	2	2	1
ORTHOSTM001776	20	14	2	1	1	3	1	2	1	2	1	1
ORTHOSTM001778	20	14	2	3	1	1	1	2	1	2	1	1
ORTHOSTM001783	20	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM001786	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001789	20	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM001790	20	14	1	2	1	2	1	2	1	1	2	2
ORTHOSTM001791	20	14	1	1	1	2	1	1	1	4	2	1
ORTHOSTM001792	20	14	1	1	1	2	1	2	2	1	1	1
ORTHOSTM001794	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001795	20	14	1	2	1	2	2	2	1	1	1	1
